TreatedZip,EventTime,RelLogValue,ControlCount
43054,-16,-0.059413540502105275,5
43054,-15,-0.058935594975616824,5
43054,-14,-0.06020687496921724,5
43054,-13,-0.05872533309120875,5
43054,-12,-0.05526397380528323,5
43054,-11,-0.048572678289137985,5
43054,-10,-0.04170936971198387,5
43054,-9,-0.034805890866480026,5
43054,-8,-0.028544283385480894,5
43054,-7,-0.023590793096136764,5
43054,-6,-0.019530906129323355,5
43054,-5,-0.01622683788868997,5
43054,-4,-0.013842403311148744,5
43054,-3,-0.01187549582722447,5
43054,-2,-0.009968273727193378,5
43054,-1,-0.006232781432487044,5
43054,0,0.0,5
43054,1,0.006043379697057816,5
43054,2,0.010661145019705743,5
43054,3,0.012367162044829882,5
43054,4,0.013460007985216649,5
43054,5,0.014791715941924721,5
43054,6,0.01731078788656646,5
43054,7,0.02126622673058769,5
43054,8,0.025326265593349717,5
43054,9,0.02915000849241487,5
43054,10,0.03174302155089457,5
43054,11,0.033482834571817575,5
43054,12,0.033792935600435926,5
43054,13,0.033462812903621145,5
43054,14,0.03270917494253602,5
43054,15,0.03194508711566009,5
43054,16,0.032561465524729626,5
43054,17,0.034114444771190834,5
43054,18,0.03753190165705966,5
43054,19,0.04123911066734962,5
43054,20,0.044754810293176205,5
43054,21,0.047524549644895234,5
43054,22,0.04914247125810363,5
43054,23,0.049201801086618605,5
43054,24,0.047504912426642676,5
43130,-24,-0.17662514402945356,5
43130,-23,-0.1632792118245227,5
43130,-22,-0.1421820193235604,5
43130,-21,-0.11704527053445801,5
43130,-20,-0.09521531986364344,5
43130,-19,-0.07900116716495091,5
43130,-18,-0.06552711459070934,5
43130,-17,-0.05730062342981377,5
43130,-16,-0.05356870078250964,5
43130,-15,-0.054287355298335525,5
43130,-14,-0.05592222679830385,5
43130,-13,-0.05718254527964177,5
43130,-12,-0.05854467737895099,5
43130,-11,-0.06116972055770127,5
43130,-10,-0.06173078356402968,5
43130,-9,-0.05964495617335217,5
43130,-8,-0.05306816005189319,5
43130,-7,-0.04422696783991,5
43130,-6,-0.03439349203643758,5
43130,-5,-0.025240441940323065,5
43130,-4,-0.016773094537699863,5
43130,-3,-0.009771632109248075,5
43130,-2,-0.004770898672946444,5
43130,-1,-0.0020567908573482898,5
43130,0,0.0,5
43130,1,0.0029365946591450864,5
43130,2,0.007477991823837726,5
43130,3,0.014749371628719032,5
43130,4,0.022305708907317978,5
43130,5,0.028590085862035864,5
43130,6,0.03153630629635806,5
43130,7,0.03331094417928391,5
43130,8,0.03431855972277873,5
43130,9,0.03517033918323733,5
43130,10,0.03599001364719747,5
43130,11,0.036931113782152636,5
43130,12,0.04026312778678474,5
43130,13,0.044242096407975495,5
43130,14,0.047486664807139076,5
43130,15,0.047657999548274786,5
43130,16,0.04634721671973132,5
43130,17,0.04531845143848088,5
43130,18,0.04543003191895991,5
43130,19,0.04711891532902719,5
43130,20,0.049137889273301025,5
43130,21,0.05112550055282803,5
43130,22,0.05198490252902523,5
43130,23,0.05248497352620198,5
43130,24,0.053872372019099404,5
43207,-24,-0.14812062616858485,5
43207,-23,-0.12432833129099877,5
43207,-22,-0.1073824344263766,5
43207,-21,-0.09310345763338006,5
43207,-20,-0.08627980396441223,5
43207,-19,-0.08510746147754097,5
43207,-18,-0.08869070742925053,5
43207,-17,-0.09033492630292236,5
43207,-16,-0.08999969770332861,5
43207,-15,-0.09116586919263056,5
43207,-14,-0.09514852587327027,5
43207,-13,-0.09812618371332782,5
43207,-12,-0.09675751100819774,5
43207,-11,-0.08817443396928262,5
43207,-10,-0.07561696583304851,5
43207,-9,-0.061798095951429134,5
43207,-8,-0.04886711737167211,5
43207,-7,-0.03854734104273838,5
